SIGLA,DS_SIGLA,ANOMES_FINAL_OBRA,UN,CD_CONTA,DS_CONTA,BANCO,UF,PAIS,MOEDA,REGIAO,CLIENTE,ANOMES,VALOR
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6112,OVERHEAD COO ALOC. DIRETA PRES. FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6112,OVERHEAD COO ALOC. DIRETA PRES. FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6114,OVERHEAD PRES. ALOC. DIRETA COO FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6114,OVERHEAD PRES. ALOC. DIRETA COO FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6114,OVERHEAD PRES. ALOC. DIRETA COO FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6114,OVERHEAD PRES. ALOC. DIRETA COO FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6114,OVERHEAD PRES. ALOC. DIRETA COO FIN     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6117,OVERHEAD BR FIN PRESIDENTE RATEIO P/ COO,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6117,OVERHEAD BR FIN PRESIDENTE RATEIO P/ COO,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6117,OVERHEAD BR FIN PRESIDENTE RATEIO P/ COO,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6117,OVERHEAD BR FIN PRESIDENTE RATEIO P/ COO,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6117,OVERHEAD BR FIN PRESIDENTE RATEIO P/ COO,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6118,OVERHEAD BR FIN COO RATEIO P/ PRESIDENTE,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6120,OVERHEAD COO FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-19.887.710.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-19.887.710.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-19.887.710.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-19.887.710.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,19.887.710.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6121,OVERHEAD PRESID“NCIA FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6122,OH MERCADO - RATEIOS FIN                ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.361.190.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.361.190.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.361.190.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.361.190.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.361.190.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-3.361.190.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6125,PROJETO MERCADO FIN BRASIL              ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6126,PROJETO MERCADO FIN EXTERIOR            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,24.186.803.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6126,PROJETO MERCADO FIN EXTERIOR            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,24.186.803.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6126,PROJETO MERCADO FIN EXTERIOR            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,24.186.803.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6126,PROJETO MERCADO FIN EXTERIOR            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,24.186.803.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6126,PROJETO MERCADO FIN EXTERIOR            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,24.186.803.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6126,PROJETO MERCADO FIN EXTERIOR            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-24.186.803.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6129,OVERHEAD NEG‡CIOS ESTRUTURADOS FIN      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6129,OVERHEAD NEG‡CIOS ESTRUTURADOS FIN      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6129,OVERHEAD NEG‡CIOS ESTRUTURADOS FIN      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6129,OVERHEAD NEG‡CIOS ESTRUTURADOS FIN      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6129,OVERHEAD NEG‡CIOS ESTRUTURADOS FIN      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6140,JUROS SOBRE APLICAÄÂES                  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-5.951.180.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6140,JUROS SOBRE APLICAÄÂES                  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-5.951.180.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6140,JUROS SOBRE APLICAÄÂES                  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-5.951.180.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6140,JUROS SOBRE APLICAÄÂES                  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,5.951.180.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6510,DESENCAIXE CAIXA EURO                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6510,DESENCAIXE CAIXA EURO                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6510,DESENCAIXE CAIXA EURO                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6510,DESENCAIXE CAIXA EURO                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6513,AJUSTE PROJETO OBRA                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,65.406.331.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6513,AJUSTE PROJETO OBRA                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,65.406.331.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6513,AJUSTE PROJETO OBRA                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,65.406.331.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6513,AJUSTE PROJETO OBRA                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-65.406.331.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6535,PROJETO OBRA FIN. EXTERIOR              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,132.605.458.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6535,PROJETO OBRA FIN. EXTERIOR              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,132.605.458.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6535,PROJETO OBRA FIN. EXTERIOR              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,132.605.458.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6535,PROJETO OBRA FIN. EXTERIOR              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,132.605.458.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6535,PROJETO OBRA FIN. EXTERIOR              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,132.605.458.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6535,PROJETO OBRA FIN. EXTERIOR              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-132.605.458.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.356.252.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.356.252.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.356.252.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.356.252.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-2.356.252.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,193.952.480.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,193.952.480.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,193.952.480.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,6800,HOLDING % CE FIN                        ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,193.952.480.000
