SIGLA,DS_SIGLA,ANOMES_FINAL_OBRA,UN,CD_CONTA,DS_CONTA,BANCO,UF,PAIS,MOEDA,REGIAO,CLIENTE,ANOMES,VALOR
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.918.659.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.918.659.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.918.659.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.918.659.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.918.659.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.953.240.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.953.240.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.953.240.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.953.240.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,210,DESPESAS INDIRETAS                      ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,4.953.240.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,226,OVER ESP. + PESSOAL / EQPTO DISPON÷VEL  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,1.950.024.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,226,OVER ESP. + PESSOAL / EQPTO DISPON÷VEL  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,1.950.024.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,226,OVER ESP. + PESSOAL / EQPTO DISPON÷VEL  ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-1.950.024.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,226,OVER ESP. + PESSOAL / EQPTO DISPON÷VEL  ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,226,OVER ESP. + PESSOAL / EQPTO DISPON÷VEL  ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,226,OVER ESP. + PESSOAL / EQPTO DISPON÷VEL  ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,235,DESP./REC.FINANCEIRA-CONSORCIO          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-5.952.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,235,DESP./REC.FINANCEIRA-CONSORCIO          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-5.952.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,235,DESP./REC.FINANCEIRA-CONSORCIO          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,5.952.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,235,DESP./REC.FINANCEIRA-CONSORCIO          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-5.952.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,331,FUNDO PROJETO  AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,331,FUNDO PROJETO  AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,331,FUNDO PROJETO  AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,336,PROJETO GERAL - %FAT                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,44.541.972.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,336,PROJETO GERAL - %FAT                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,44.541.972.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,336,PROJETO GERAL - %FAT                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,44.541.972.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,336,PROJETO GERAL - %FAT                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.654.221.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,336,PROJETO GERAL - %FAT                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.654.221.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,336,PROJETO GERAL - %FAT                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.654.221.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,337,PROJETO  - GERAL - %FAT - AJUSTE        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,162.433.238.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,337,PROJETO  - GERAL - %FAT - AJUSTE        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,162.433.238.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,337,PROJETO  - GERAL - %FAT - AJUSTE        ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,162.433.238.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,345,PROJETO MERCADO                         ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,27.547.993.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,345,PROJETO MERCADO                         ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,27.547.993.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,345,PROJETO MERCADO                         ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,27.547.993.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,345,PROJETO MERCADO                         ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,345,PROJETO MERCADO                         ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,345,PROJETO MERCADO                         ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,499,OVERHEAD GERAL AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.346.177.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,499,OVERHEAD GERAL AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.346.177.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,499,OVERHEAD GERAL AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.346.177.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,499,OVERHEAD GERAL AJUSTE                   ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.346.177.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-70.439.360.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-70.439.360.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-70.439.360.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-70.439.360.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,1.569.537.210.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,1.569.537.210.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,1.569.537.210.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,500,OVERHEAD GERAL                          ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,1.569.537.210.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,516,OH MERCADO - RATEIOS                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,516,OH MERCADO - RATEIOS                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,516,OH MERCADO - RATEIOS                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.220.865.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,516,OH MERCADO - RATEIOS                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,516,OH MERCADO - RATEIOS                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,516,OH MERCADO - RATEIOS                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,14.947.772.640.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,521,OVERHEAD COO                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,521,OVERHEAD COO                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,521,OVERHEAD COO                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-14.218.090.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,521,OVERHEAD COO                            ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,521,OVERHEAD COO                            ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,521,OVERHEAD COO                            ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-4.695.670.980.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,522,OVERHEAD COO RATEIO PARA PRESIDENCIA    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,522,OVERHEAD COO RATEIO PARA PRESIDENCIA    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,522,OVERHEAD COO RATEIO PARA PRESIDENCIA    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,13.550.570.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,522,OVERHEAD COO RATEIO PARA PRESIDENCIA    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,522,OVERHEAD COO RATEIO PARA PRESIDENCIA    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,522,OVERHEAD COO RATEIO PARA PRESIDENCIA    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,2.789.784.610.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,523,OVERHEAD PRESIDENCIA                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.685.456.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,523,OVERHEAD PRESIDENCIA                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.685.456.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,523,OVERHEAD PRESIDENCIA                    ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,21.685.456.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,523,OVERHEAD PRESIDENCIA                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,523,OVERHEAD PRESIDENCIA                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,523,OVERHEAD PRESIDENCIA                    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,101.329.638.270.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,524,OVERHEAD PRESIDENCIA RATEIO PARA COO    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,524,OVERHEAD PRESIDENCIA RATEIO PARA COO    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,524,OVERHEAD PRESIDENCIA RATEIO PARA COO    ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,525,OVERHEAD NEG‡CIOS  ESTRUTURADOS         ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,525,OVERHEAD NEG‡CIOS  ESTRUTURADOS         ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,525,OVERHEAD NEG‡CIOS  ESTRUTURADOS         ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,3.384.778.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,526,OVERHEAD PRESID“NCIA ALOCAÄ«O DIRETA COO,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,526,OVERHEAD PRESID“NCIA ALOCAÄ«O DIRETA COO,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,526,OVERHEAD PRESID“NCIA ALOCAÄ«O DIRETA COO,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,49.310.490.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,527,OVERHEAD COO ALOCAÄ«O DIRETA PRESID“NCIA,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,527,OVERHEAD COO ALOCAÄ«O DIRETA PRESID“NCIA,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,527,OVERHEAD COO ALOCAÄ«O DIRETA PRESID“NCIA,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,0.00000000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,528,OVERHEAD TRANSF PRES PARA PRES          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,31.024.446.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,528,OVERHEAD TRANSF PRES PARA PRES          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,31.024.446.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,528,OVERHEAD TRANSF PRES PARA PRES          ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,31.024.446.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,446.301.075.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,446.301.075.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,446.301.075.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,446.301.075.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-18.467.828.400.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-18.467.828.400.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-18.467.828.400.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,670,PRV                                     ,PO                            ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-18.467.828.400.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,671,PRV AJUSTE                              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-8.265.812.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,671,PRV AJUSTE                              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-8.265.812.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,671,PRV AJUSTE                              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-8.265.812.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,671,PRV AJUSTE                              ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-8.265.812.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,672,PRV AUXILIAR                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-516.170.245.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,672,PRV AUXILIAR                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-516.170.245.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,672,PRV AUXILIAR                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-516.170.245.000.000
VPAL ,VAR PRE AMêRICA LATINA             ,NULL,AmÇrica Latina                          ,672,PRV AUXILIAR                            ,ECOR                          ,CONSOLIDADORA       ,CONSOLIDADORA,NBR$      ,CONSOLIDADORA       ,NULL,201312,-516.170.245.000.000
